age,gender,semester,study_hours,attendance,assignment_completion,previous_gpa,mock_test_score,sleep_hours,screen_time,stress_level,programming_practice_hours,class_participation,learning_style,final_gpa
22,Male,8,3.67,62,84,7.08,96,7.55,2.09,9,3.68,1,Auditory,6.73
20,Female,5,7.43,64,58,9.07,87,8.64,1.34,6,2.54,1,Visual,8.17
18,Female,8,7.83,93,52,6.88,82,8.29,3.88,7,1.49,8,Kinesthetic,7.29
23,Male,1,1.92,57,98,6.43,100,5.48,6.66,6,1.43,10,Visual,5.97
23,Male,4,5.62,59,65,9.77,82,8.66,4.43,8,5.56,2,Visual,8.07
17,Male,1,5.58,95,61,7.53,93,4.35,3.56,7,1.41,8,Auditory,7.24
20,Female,2,4.32,54,60,7.0,91,5.65,1.76,10,5.77,6,Auditory,6.41
20,Male,4,9.4,99,75,7.13,37,7.2,1.36,1,1.26,5,Auditory,7.91
21,Female,8,8.45,68,95,8.79,66,6.63,3.79,3,2.31,6,Kinesthetic,8.39
19,Male,6,7.27,96,41,6.31,42,6.71,1.7,3,0.07,4,Auditory,6.56
20,Male,6,7.43,87,86,6.56,64,7.97,1.72,3,5.42,3,Kinesthetic,7.78
20,Female,2,5.16,60,83,8.51,49,4.97,3.77,4,0.63,4,Visual,6.94
23,Male,1,9.29,92,69,4.89,89,8.91,4.52,1,2.14,9,Visual,7.38
21,Female,8,7.25,69,66,9.09,72,6.19,2.31,2,5.06,8,Auditory,8.43
19,Male,8,7.56,69,46,6.78,49,8.75,5.79,5,4.75,8,Reading,6.73
24,Female,3,8.76,70,59,7.58,64,5.92,3.93,6,5.05,1,Visual,7.52
22,Female,7,3.47,67,89,8.51,80,7.01,1.64,9,5.48,5,Reading,7.4
17,Male,8,8.26,99,70,5.91,98,6.25,5.46,2,5.47,6,Reading,7.9
22,Male,5,2.76,59,62,9.22,60,7.38,3.5,9,4.62,9,Reading,6.84
23,Female,5,4.11,83,52,9.69,70,4.92,1.37,7,3.49,10,Auditory,7.69
17,Male,7,4.02,75,56,7.12,65,6.0,7.64,9,3.37,10,Kinesthetic,6.03
17,Female,7,9.81,79,43,9.47,74,4.34,5.0,4,0.08,6,Visual,8.27
17,Female,3,8.71,58,96,4.51,80,6.99,4.34,7,4.34,1,Reading,6.42
19,Male,3,7.31,95,53,9.24,76,8.81,7.01,1,1.36,1,Kinesthetic,8.54
17,Female,3,7.54,100,59,6.15,52,4.23,7.56,8,4.97,7,Auditory,6.59
21,Male,2,6.06,80,99,6.15,70,7.3,2.54,7,3.32,3,Visual,6.93
24,Male,8,9.52,91,52,5.71,84,7.88,6.67,7,5.92,7,Kinesthetic,7.29
21,Female,4,5.47,53,42,6.18,95,5.07,6.82,2,1.26,5,Auditory,6.06
24,Female,3,4.42,55,65,5.63,74,5.37,1.38,10,4.34,1,Visual,5.55
21,Male,8,2.47,63,65,9.3,37,5.01,5.98,9,3.29,8,Visual,6.31
23,Female,8,8.08,53,57,9.26,41,5.49,1.44,8,5.59,9,Auditory,7.58
17,Female,2,7.61,75,71,5.04,65,4.55,5.16,1,1.6,6,Reading,6.33
21,Male,6,4.46,96,53,5.26,99,5.85,5.68,1,0.36,2,Visual,6.35
23,Male,1,1.23,97,86,9.07,98,5.84,3.57,5,3.26,9,Visual,7.85
21,Male,1,8.55,88,42,6.61,37,8.04,7.17,2,3.13,2,Reading,6.93
18,Female,3,1.1,66,40,5.4,69,8.0,6.6,1,1.87,6,Kinesthetic,5.06
17,Female,1,7.33,68,65,7.21,49,7.98,7.48,10,5.92,10,Visual,6.69
21,Male,3,9.73,100,63,6.71,55,6.84,3.2,8,0.42,4,Kinesthetic,7.25
24,Male,1,4.94,98,88,5.66,96,5.63,1.15,4,3.42,6,Reading,7.17
24,Male,8,3.11,55,74,8.32,62,6.05,6.68,2,1.56,4,Visual,6.63
22,Male,8,7.34,78,53,7.85,38,5.59,2.56,5,0.01,3,Reading,6.84
19,Female,1,8.35,60,42,5.03,47,6.91,4.27,6,5.93,8,Visual,5.88
21,Female,4,5.92,65,52,9.4,85,8.69,6.72,8,2.89,5,Visual,7.65
24,Male,8,9.7,79,86,7.46,82,5.42,2.51,7,5.14,1,Visual,8.22
18,Female,7,1.47,74,89,5.83,73,6.29,3.18,7,5.04,8,Reading,5.86
19,Female,4,5.54,89,53,5.59,92,7.28,4.07,1,4.87,3,Visual,7.0
24,Female,1,7.47,60,60,5.22,36,8.22,2.9,3,2.75,4,Kinesthetic,5.93
19,Male,4,8.76,56,65,6.75,59,5.27,4.23,3,5.38,9,Auditory,7.13
22,Male,3,2.61,75,42,5.22,45,5.4,1.07,7,2.2,3,Auditory,4.82
23,Female,5,8.2,71,90,6.7,35,8.43,2.49,2,2.45,5,Auditory,7.26
23,Male,3,5.97,74,79,5.29,82,4.4,6.83,10,1.53,8,Kinesthetic,5.71
22,Male,8,4.57,68,43,7.98,82,7.03,3.89,7,2.69,6,Visual,6.77
23,Female,8,2.19,80,75,8.66,44,8.3,5.45,9,5.92,3,Reading,6.81
22,Female,4,8.79,75,90,7.41,64,8.61,2.63,1,3.44,8,Reading,8.24
23,Male,2,2.42,91,82,8.1,69,4.06,5.55,2,4.99,5,Visual,7.33
20,Female,7,3.79,90,40,9.47,53,5.85,8.0,6,1.58,6,Kinesthetic,7.01
24,Female,1,3.61,85,79,7.88,87,5.29,5.17,2,5.74,3,Auditory,7.68
24,Female,4,8.84,72,86,6.43,68,6.84,5.4,2,0.08,8,Kinesthetic,7.23
24,Male,6,7.05,96,72,6.88,66,7.16,1.78,5,5.58,4,Kinesthetic,7.7
18,Female,6,8.17,62,46,9.06,40,9.0,3.82,7,5.39,9,Reading,7.66
23,Female,7,3.25,74,92,5.19,47,6.56,7.03,4,0.4,5,Visual,5.32
18,Male,8,6.62,51,91,6.23,98,6.76,6.84,6,3.63,1,Reading,6.78
21,Male,7,6.15,51,91,7.56,41,6.07,4.66,3,4.71,9,Auditory,6.96
23,Male,4,8.5,65,95,8.08,79,4.74,7.32,4,2.42,8,Auditory,7.9
18,Male,4,9.15,58,50,8.55,79,5.52,2.0,4,0.55,5,Reading,7.77
19,Female,8,1.11,77,66,6.19,99,5.23,5.61,4,4.98,3,Visual,6.14
19,Male,6,7.07,62,100,5.27,53,8.01,2.74,1,2.8,9,Visual,6.66
21,Male,7,1.47,84,53,9.56,81,6.73,5.52,4,1.58,7,Kinesthetic,7.29
24,Male,3,5.94,90,61,4.9,80,5.48,1.61,4,0.43,8,Kinesthetic,6.16
19,Female,7,3.59,62,55,5.01,63,6.45,7.61,6,3.84,3,Reading,5.04
23,Male,1,3.76,80,85,7.12,95,5.09,6.5,9,0.25,6,Auditory,6.46
21,Male,5,4.18,70,51,8.84,99,4.93,2.41,10,4.75,4,Visual,7.31
22,Female,6,6.59,81,88,8.6,57,8.3,5.46,6,4.62,3,Reading,7.98
20,Female,6,4.01,83,85,9.47,85,8.72,6.31,6,1.94,4,Reading,8.02
18,Female,6,7.59,57,49,5.25,97,4.4,2.47,7,2.83,2,Auditory,6.1
18,Female,7,4.64,90,63,6.49,56,7.82,1.65,7,4.02,5,Kinesthetic,6.56
18,Female,7,1.62,97,100,6.0,67,6.27,3.46,1,5.75,8,Auditory,6.81
20,Female,4,8.05,51,85,9.06,78,5.94,1.95,8,3.12,5,Kinesthetic,7.99
18,Female,7,3.57,87,57,7.09,41,7.45,4.96,1,5.98,2,Kinesthetic,6.78
22,Male,2,4.89,81,61,4.64,36,5.33,3.97,9,1.95,7,Visual,4.86
20,Male,6,7.17,89,48,8.25,51,4.1,4.24,4,3.16,8,Visual,7.44
20,Male,8,3.99,77,56,6.56,99,5.07,4.8,9,0.69,4,Kinesthetic,6.06
21,Female,1,1.51,86,77,7.32,92,4.92,7.87,8,3.34,3,Kinesthetic,6.37
22,Female,7,4.37,90,79,9.24,64,4.17,6.55,9,3.22,8,Visual,7.42
17,Male,7,9.5,50,97,5.86,60,5.61,5.41,6,5.09,10,Kinesthetic,6.84
23,Female,5,6.78,90,52,5.77,69,6.37,3.55,9,5.98,2,Kinesthetic,6.54
17,Male,6,7.04,59,89,5.89,97,7.68,1.19,4,5.92,7,Kinesthetic,7.39
21,Male,2,6.69,53,76,6.29,62,5.63,1.82,3,1.42,10,Auditory,6.45
21,Male,6,2.79,84,45,5.07,59,4.97,6.12,3,2.03,8,Reading,5.16
21,Female,7,4.77,59,60,8.2,95,5.15,3.58,8,1.65,5,Kinesthetic,6.86
18,Male,5,7.76,96,90,5.6,65,8.46,3.34,2,1.2,7,Visual,7.28
23,Female,5,1.91,60,75,9.41,88,5.02,7.22,6,0.9,9,Kinesthetic,6.9
23,Male,6,3.5,63,46,5.64,85,8.4,4.39,9,3.07,8,Kinesthetic,5.45
24,Male,7,3.49,87,75,5.85,92,6.24,7.3,9,5.23,5,Visual,6.23
19,Male,1,4.89,61,64,6.07,68,8.67,7.21,8,3.54,4,Visual,5.85
21,Female,3,9.82,94,50,8.57,93,6.04,1.56,8,5.24,3,Kinesthetic,8.75
20,Male,8,1.61,66,83,6.77,55,4.89,7.62,1,5.76,6,Reading,6.14
17,Male,2,5.67,65,53,8.84,90,6.75,1.54,7,2.3,4,Visual,7.55
18,Female,6,2.61,84,84,8.66,71,6.94,7.74,1,5.01,4,Visual,7.69
22,Male,4,9.74,51,68,9.43,98,7.18,4.17,9,0.31,7,Auditory,8.2
19,Male,5,2.02,60,49,8.51,53,6.06,6.33,3,2.89,10,Kinesthetic,6.29
17,Male,2,4.63,90,89,4.78,87,4.24,5.94,1,2.21,5,Auditory,6.35
17,Male,1,7.64,52,87,8.94,97,7.13,4.63,8,1.23,1,Auditory,7.92
17,Female,2,7.34,78,44,9.47,96,8.67,5.34,7,2.63,5,Reading,8.29
20,Male,4,4.8,67,47,9.77,53,8.79,7.65,2,2.66,6,Kinesthetic,7.58
20,Male,4,4.12,69,85,5.16,36,6.98,7.49,7,4.85,1,Kinesthetic,5.33
20,Female,1,4.58,96,44,7.75,40,4.1,5.58,5,5.21,3,Auditory,6.72
19,Female,2,3.38,63,97,5.56,63,4.53,5.6,7,3.94,6,Visual,5.61
23,Male,6,2.85,83,99,5.89,75,8.17,2.73,10,3.8,7,Visual,6.2
17,Male,3,5.35,98,63,8.45,85,8.15,6.8,7,0.66,7,Kinesthetic,7.58
21,Male,3,3.42,80,79,9.68,39,8.73,5.43,2,3.45,7,Reading,7.79
19,Female,6,3.59,89,96,7.65,75,6.82,6.78,2,1.65,9,Reading,7.35
20,Female,5,6.91,91,65,9.01,96,8.32,5.6,7,1.77,2,Kinesthetic,8.31
24,Female,8,9.72,67,45,4.55,64,8.12,3.1,3,0.57,3,Visual,6.14
20,Male,6,6.43,79,55,4.69,96,6.95,2.33,4,3.82,7,Reading,6.44
20,Male,7,1.69,74,99,7.66,61,7.92,1.54,7,3.5,6,Kinesthetic,6.71
24,Female,8,1.68,68,75,6.56,84,4.63,5.1,2,1.32,1,Kinesthetic,6.03
23,Female,5,9.56,57,51,9.22,86,7.2,2.99,2,1.58,10,Visual,8.49
22,Male,2,3.68,77,50,6.1,83,8.77,5.41,9,4.64,7,Auditory,6.02
18,Female,6,1.83,57,42,6.79,96,4.81,1.41,1,4.76,2,Visual,6.31
22,Male,8,6.39,80,83,7.3,94,7.72,3.63,3,2.96,4,Reading,7.86
17,Female,8,6.61,52,76,5.95,88,5.6,2.82,10,0.89,7,Auditory,6.0
21,Male,7,6.84,52,45,9.32,39,8.09,3.59,4,0.33,4,Visual,7.13
24,Female,5,3.41,93,58,6.96,43,7.49,1.38,5,1.63,6,Reading,6.34
17,Male,4,1.14,71,57,6.75,68,8.63,6.07,3,4.39,9,Reading,6.02
19,Female,1,9.69,66,55,9.0,70,7.56,1.82,9,3.6,5,Auditory,8.14
18,Female,5,3.26,85,62,6.15,54,6.05,1.1,5,4.31,3,Visual,6.15
19,Female,6,7.08,66,82,8.83,97,4.05,7.62,7,2.83,6,Visual,7.86
23,Female,8,7.36,63,76,5.15,64,7.96,2.35,7,4.53,4,Reading,6.29
23,Female,8,6.49,100,48,5.47,37,6.04,6.8,9,2.88,9,Kinesthetic,5.68
20,Female,3,3.82,58,42,9.54,83,7.35,7.75,2,0.5,2,Kinesthetic,7.22
24,Male,6,3.44,79,47,8.96,76,4.53,4.74,3,0.48,10,Auditory,7.09
20,Female,4,6.38,70,77,6.56,58,8.45,4.68,4,4.99,5,Visual,6.97
21,Male,8,8.79,61,43,7.88,78,6.18,3.57,8,3.78,9,Kinesthetic,7.32
24,Female,7,9.52,86,51,9.5,35,8.6,3.98,1,1.67,10,Auditory,8.54
17,Female,3,1.95,81,83,5.62,88,7.54,4.37,9,4.54,7,Reading,5.92
19,Male,5,2.39,60,70,4.81,86,4.61,2.06,5,0.81,5,Kinesthetic,5.09
22,Male,6,9.5,69,64,7.35,70,6.9,3.55,4,3.87,8,Visual,7.76
20,Male,5,7.63,84,92,5.26,72,8.55,6.71,8,5.94,2,Reading,6.86
21,Female,7,8.95,96,55,5.49,78,8.0,2.28,9,0.9,4,Visual,6.76
21,Female,8,2.82,95,81,9.23,81,6.09,6.11,3,0.85,6,Reading,7.78
24,Male,4,6.29,60,93,4.54,63,8.78,5.56,4,2.81,7,Visual,5.92
24,Male,3,7.31,57,53,8.83,85,5.34,1.4,1,3.86,8,Auditory,8.14
19,Male,1,7.12,53,52,7.24,75,5.88,1.16,3,0.16,4,Visual,6.8
17,Female,1,4.67,76,80,7.46,98,7.75,3.47,10,3.0,9,Visual,7.1
18,Male,7,1.14,93,46,8.06,82,5.16,5.85,5,0.5,7,Reading,6.39
23,Male,4,6.25,89,51,6.79,56,6.58,3.31,8,1.45,2,Visual,6.45
21,Female,6,3.28,87,76,5.11,51,7.64,5.67,1,4.27,9,Visual,5.99
23,Male,5,5.05,96,89,5.04,39,7.22,5.66,1,4.43,7,Visual,6.4
19,Female,6,9.62,79,43,8.5,95,4.78,6.65,3,4.38,5,Reading,8.42
20,Male,4,4.59,93,41,5.67,40,7.15,1.7,9,0.39,3,Kinesthetic,5.35
18,Male,3,8.56,97,74,4.65,87,6.86,5.04,9,4.72,9,Kinesthetic,6.76
18,Male,1,2.7,97,97,9.69,51,6.79,1.44,1,2.59,7,Kinesthetic,8.3
17,Male,5,7.05,76,83,9.7,93,8.13,2.23,4,2.85,3,Visual,8.98
19,Male,8,9.79,70,42,6.5,73,4.92,3.28,8,2.52,5,Auditory,6.79
24,Female,3,1.92,69,43,4.64,88,7.76,5.95,2,5.14,3,Auditory,5.37
17,Male,1,1.07,53,77,8.35,82,7.8,7.82,4,4.08,3,Reading,6.63
21,Male,8,4.9,60,51,8.9,71,7.61,3.4,7,3.0,7,Kinesthetic,7.15
21,Male,1,1.83,62,58,5.16,82,6.53,4.65,7,5.01,9,Visual,5.2
22,Male,2,7.74,58,49,5.22,61,5.98,2.81,5,4.83,5,Reading,6.06
23,Female,5,9.23,53,40,8.86,61,5.97,5.73,7,0.03,4,Visual,7.16
19,Male,4,4.91,61,56,9.39,97,7.67,3.57,6,2.87,4,Reading,7.8
20,Female,2,3.33,58,55,8.69,86,6.49,4.37,2,0.25,3,Kinesthetic,6.99
22,Female,1,4.91,62,48,5.56,81,5.69,4.97,9,1.84,8,Visual,5.37
22,Female,5,7.51,97,96,6.68,55,7.13,5.8,5,4.82,10,Kinesthetic,7.59
21,Female,7,1.08,75,92,7.68,91,8.19,1.42,2,5.66,1,Kinesthetic,7.46
24,Male,7,6.31,87,48,5.35,76,4.31,4.88,6,1.45,3,Visual,5.96
21,Female,5,6.52,91,98,5.62,82,8.86,4.02,10,0.13,2,Kinesthetic,6.62
20,Male,2,6.74,62,94,6.0,61,4.48,1.94,5,2.41,7,Reading,6.5
24,Female,3,3.18,88,48,7.2,67,6.56,2.46,2,2.01,6,Reading,6.67
22,Female,3,7.43,77,51,7.21,69,6.8,7.19,10,4.06,1,Reading,6.75
18,Female,7,1.82,68,94,8.82,50,4.69,7.1,10,2.97,3,Kinesthetic,6.34
23,Female,4,2.79,73,80,8.49,70,8.58,1.23,7,2.39,4,Visual,7.14
19,Female,5,8.9,68,54,9.34,100,6.36,5.83,10,1.38,10,Kinesthetic,8.06
23,Male,6,7.65,98,41,8.91,90,4.72,4.88,2,4.97,7,Kinesthetic,8.65
18,Male,2,1.12,62,50,5.85,51,7.56,7.58,7,1.49,3,Reading,4.58
17,Male,1,3.24,62,50,6.26,54,7.32,7.36,6,0.33,4,Visual,5.15
20,Female,3,2.93,77,47,7.15,42,8.81,5.06,4,3.39,7,Auditory,6.1
24,Female,2,3.44,51,94,4.58,52,6.21,1.97,4,1.9,4,Auditory,5.11
19,Male,4,3.23,59,71,9.29,52,5.34,4.22,6,4.27,9,Visual,7.0
20,Female,4,1.56,71,45,4.74,52,4.3,6.08,9,0.49,6,Visual,4.0
20,Female,6,5.13,62,92,6.21,36,7.67,7.66,10,5.8,2,Reading,5.84
18,Female,8,7.59,58,59,7.52,85,7.09,3.55,6,1.12,1,Visual,7.11
18,Male,5,6.46,82,78,7.24,44,8.86,6.49,6,2.14,8,Visual,6.9
24,Male,4,7.06,63,74,7.97,48,7.56,5.78,1,2.89,3,Kinesthetic,7.42
17,Female,4,1.73,97,47,7.3,60,8.67,1.55,5,5.34,7,Kinesthetic,6.69
19,Male,6,9.56,69,89,5.71,81,8.96,4.91,1,4.34,4,Auditory,7.72
24,Female,8,8.55,64,88,5.57,64,6.14,2.28,9,0.87,3,Reading,6.31
20,Male,6,8.25,81,82,9.31,90,4.75,5.78,10,2.63,9,Reading,8.3
23,Male,3,8.41,82,73,5.9,76,4.98,5.27,4,3.26,6,Visual,7.06
22,Male,3,9.39,66,96,5.99,38,5.59,7.81,2,4.21,6,Reading,6.96
23,Male,4,5.9,73,92,6.69,45,6.54,7.55,9,3.43,6,Auditory,6.3
17,Female,7,2.8,79,98,5.24,58,4.61,1.07,6,2.74,3,Kinesthetic,5.71
24,Male,6,6.55,62,95,7.19,71,5.51,1.56,10,4.59,6,Auditory,7.03
20,Male,7,7.69,96,58,8.02,36,5.54,6.38,3,2.27,4,Auditory,7.44
24,Female,5,7.64,97,46,8.67,46,4.02,5.8,2,5.92,2,Visual,8.04
23,Female,3,5.69,65,70,8.27,55,5.77,6.61,6,5.69,3,Kinesthetic,7.14
17,Male,3,1.62,51,57,5.28,98,4.58,2.87,10,4.24,4,Visual,4.93
20,Female,6,4.34,66,79,6.92,77,6.15,6.95,6,5.3,1,Auditory,6.63
18,Male,7,9.29,81,53,4.7,88,4.98,4.1,9,2.36,7,Auditory,6.23
21,Male,4,6.26,92,78,4.59,96,8.11,2.83,5,3.49,5,Reading,6.73
17,Male,5,5.84,57,99,6.83,46,4.4,1.07,9,1.64,9,Reading,6.2
17,Male,7,3.42,52,92,5.84,35,8.33,7.1,5,5.31,6,Reading,5.57
21,Female,7,4.32,61,99,8.12,67,6.9,4.75,2,2.83,8,Reading,7.38
18,Female,4,9.06,69,98,8.34,98,6.29,7.83,1,3.22,9,Auditory,8.76
17,Male,1,7.0,65,75,9.25,48,6.75,6.0,9,5.19,6,Reading,7.6
18,Female,1,8.09,63,56,8.53,48,5.88,1.56,10,4.78,7,Kinesthetic,7.29
23,Female,7,5.09,65,76,4.76,43,4.64,5.12,7,1.93,6,Auditory,5.0
23,Male,6,6.67,98,83,6.47,60,7.83,1.12,3,0.52,6,Auditory,7.31
23,Male,5,3.24,92,48,5.95,83,8.64,4.9,6,0.97,2,Kinesthetic,6.01
23,Male,1,7.35,98,97,6.55,51,8.75,3.45,10,2.03,5,Visual,7.08
22,Male,6,4.85,100,59,5.35,94,7.35,5.5,4,1.83,6,Reading,6.51
20,Female,5,4.98,82,84,5.02,37,6.05,4.79,9,0.23,10,Auditory,5.17
22,Male,1,6.84,79,96,7.26,59,6.39,2.83,2,2.59,5,Kinesthetic,7.63
23,Male,2,9.43,61,67,8.32,55,7.28,2.14,4,0.64,4,Visual,7.73
24,Female,3,1.58,64,89,8.22,46,8.12,3.83,1,1.33,6,Visual,6.67
24,Male,6,8.42,67,59,6.89,88,5.87,7.91,7,4.72,6,Kinesthetic,7.13
24,Male,8,3.63,77,80,7.27,35,8.58,4.05,4,2.97,8,Auditory,6.52
20,Female,8,5.0,72,75,7.24,35,5.62,6.24,5,2.24,8,Auditory,6.27
21,Female,7,1.2,63,92,8.17,79,6.65,1.4,1,1.11,10,Reading,7.0
23,Male,8,3.71,79,66,4.75,80,8.81,3.65,2,5.2,1,Reading,6.18
19,Male,4,5.52,82,47,8.26,82,8.69,5.06,4,5.42,2,Kinesthetic,7.78
23,Female,5,1.51,94,71,7.59,41,7.48,6.26,2,3.11,1,Kinesthetic,6.53
18,Male,1,5.42,64,40,5.55,44,5.62,4.7,1,5.53,10,Auditory,5.83
23,Female,7,9.34,56,56,4.76,49,5.1,4.61,10,2.79,7,Auditory,5.41
19,Female,8,1.95,64,96,5.08,74,4.4,6.35,1,0.64,8,Kinesthetic,5.39
19,Male,8,7.88,91,48,7.28,45,7.54,3.19,6,0.1,3,Kinesthetic,6.92
18,Female,2,4.69,95,59,8.52,90,6.52,1.63,2,0.77,3,Visual,7.95
23,Male,1,6.9,87,84,6.27,80,6.86,3.43,3,3.74,7,Visual,7.46
19,Female,2,3.34,95,71,6.51,79,6.36,2.11,5,1.93,8,Visual,6.65
17,Female,4,2.44,93,41,9.45,47,6.41,7.76,3,3.89,6,Visual,7.17
23,Male,3,2.44,60,71,5.63,61,6.86,5.04,6,3.05,8,Visual,5.28
20,Male,8,1.63,78,84,5.05,84,8.57,4.13,7,2.0,2,Kinesthetic,5.52
22,Female,7,2.67,80,48,6.32,95,4.15,7.38,10,1.31,7,Reading,5.46
24,Male,3,6.98,74,69,8.45,47,8.01,7.3,6,0.49,5,Kinesthetic,7.15
21,Female,2,8.94,73,59,7.82,46,5.95,3.91,2,4.69,6,Visual,7.74
23,Male,8,8.33,68,77,6.7,63,7.72,7.12,9,4.91,7,Kinesthetic,6.93
18,Male,6,7.17,51,99,9.61,54,8.74,1.45,2,3.25,9,Auditory,8.52
21,Male,8,1.99,71,40,8.4,65,5.53,7.2,6,0.94,7,Kinesthetic,6.03
22,Male,7,3.6,69,99,4.83,42,4.45,3.17,9,1.58,1,Kinesthetic,4.94
20,Female,1,3.79,82,96,8.45,58,5.16,4.96,9,5.73,5,Reading,7.26
21,Male,8,3.25,57,44,4.63,73,5.11,2.89,2,1.36,4,Visual,4.95
18,Male,3,5.64,74,74,7.95,67,7.71,7.89,9,0.34,8,Visual,6.71
24,Male,1,5.82,95,75,5.62,76,4.31,1.5,8,3.3,7,Kinesthetic,6.52
21,Male,8,4.21,58,40,8.19,49,4.25,4.13,7,1.57,4,Kinesthetic,5.99
19,Male,5,4.18,83,53,6.14,99,7.47,5.35,8,5.74,3,Visual,6.54
19,Male,8,8.46,72,48,9.13,66,6.78,5.31,10,3.45,6,Auditory,7.68
20,Male,8,8.1,54,69,6.29,45,6.09,6.17,8,5.79,8,Visual,6.29
23,Female,1,3.77,74,63,7.78,71,6.88,6.07,1,4.71,3,Auditory,7.18
19,Female,6,9.22,57,43,6.02,53,7.68,6.55,9,4.34,5,Kinesthetic,6.13
21,Male,5,9.58,65,89,9.36,85,4.52,2.64,6,4.98,10,Kinesthetic,8.92
17,Female,5,3.94,97,53,8.64,68,6.77,3.59,1,3.63,1,Auditory,7.81
21,Male,3,4.19,94,64,5.79,94,8.12,3.67,1,0.07,10,Visual,6.73
17,Female,5,5.55,64,43,9.53,87,5.81,7.69,7,2.35,10,Kinesthetic,7.4
21,Male,8,9.47,50,64,6.39,46,7.82,3.87,10,1.31,8,Visual,6.16
17,Male,8,8.89,71,49,7.95,96,8.23,2.55,2,2.61,7,Kinesthetic,8.26
23,Male,1,1.92,52,74,8.44,100,8.1,5.43,6,2.82,8,Reading,6.86
17,Female,7,4.53,87,94,4.62,82,7.25,3.99,5,0.77,2,Reading,6.04
18,Male,4,5.98,63,46,9.58,74,7.59,2.75,5,0.14,7,Reading,7.61
18,Male,6,5.53,85,81,6.33,58,7.94,6.01,10,0.83,4,Auditory,6.15
24,Male,1,2.74,67,52,5.51,84,7.67,2.34,6,5.14,2,Visual,5.79
22,Male,2,8.73,96,43,9.01,77,6.26,5.43,8,4.54,9,Reading,8.32
21,Male,7,7.09,90,89,8.23,51,4.8,4.01,5,4.79,5,Auditory,7.94
19,Female,2,8.54,67,82,4.96,89,5.55,3.23,8,1.66,7,Reading,6.38
18,Female,1,8.73,52,96,5.12,68,5.04,7.62,5,1.42,4,Kinesthetic,6.14
17,Female,2,7.74,59,75,8.29,94,5.81,3.27,10,0.22,10,Reading,7.36
21,Male,4,4.95,98,95,4.9,85,6.45,3.43,6,2.83,4,Visual,6.53
19,Male,2,6.49,88,53,9.36,69,8.8,7.09,8,2.29,3,Visual,7.84
21,Male,3,2.44,96,57,8.43,68,8.8,1.9,2,5.02,1,Auditory,7.68
17,Female,7,7.06,50,47,6.28,50,7.85,1.76,7,4.09,2,Visual,6.08
18,Male,7,2.61,76,71,6.42,52,8.9,2.98,3,0.87,9,Reading,6.02
18,Female,8,7.25,76,66,7.18,72,8.99,5.14,9,5.92,1,Kinesthetic,7.29
20,Male,7,3.07,60,81,6.41,77,8.43,3.69,10,4.62,5,Kinesthetic,6.02
20,Male,4,2.06,98,76,8.65,66,4.4,5.26,7,4.32,2,Auditory,7.15
22,Female,7,2.49,54,62,9.67,41,6.13,2.12,3,1.3,4,Kinesthetic,6.84
22,Male,3,1.02,56,46,7.6,80,6.67,2.83,8,5.43,7,Auditory,5.96
24,Male,3,7.47,68,51,6.86,95,4.62,4.96,10,2.84,5,Auditory,6.66
24,Female,8,7.59,78,64,5.68,52,8.04,2.52,2,1.79,1,Auditory,6.66
22,Female,7,5.63,64,42,7.96,74,4.74,3.96,10,3.93,3,Visual,6.56
21,Female,4,2.45,84,65,8.13,84,5.92,5.01,8,1.27,10,Reading,6.66
21,Male,8,1.75,96,43,8.13,39,4.34,7.82,7,5.45,9,Visual,6.16
19,Male,8,1.17,86,81,4.64,88,6.62,1.56,5,5.13,1,Kinesthetic,5.79
22,Female,6,2.49,61,75,9.27,92,6.99,4.22,4,2.79,10,Visual,7.51
18,Female,3,9.02,79,54,6.29,56,7.68,3.77,10,1.14,4,Auditory,6.48
22,Male,8,3.17,69,71,8.44,72,5.7,6.77,10,2.98,5,Visual,6.53
18,Male,2,4.19,86,68,8.53,83,6.95,7.3,1,0.89,10,Visual,7.61
22,Male,1,1.95,52,49,7.95,35,7.67,7.35,4,1.62,3,Kinesthetic,5.56
20,Male,4,3.0,58,60,6.59,70,7.81,3.63,6,2.9,3,Reading,5.87
24,Male,8,5.67,90,93,7.72,62,5.51,3.13,6,0.13,1,Auditory,7.26
17,Female,7,6.47,88,55,4.71,69,4.34,4.14,2,4.59,6,Visual,6.26
17,Male,8,3.21,75,86,8.54,94,4.19,3.41,9,1.18,4,Kinesthetic,7.07
22,Male,1,1.52,51,58,5.03,96,7.84,6.03,1,5.2,8,Kinesthetic,5.53
20,Female,4,4.52,72,68,6.6,80,5.93,2.49,4,0.13,6,Auditory,6.43
21,Female,4,3.11,72,91,5.05,95,4.67,5.61,4,3.19,3,Kinesthetic,5.95
22,Male,3,2.98,70,90,8.94,99,4.92,7.49,2,4.66,7,Reading,7.87
23,Male,8,9.64,65,57,7.42,60,7.83,2.96,8,1.43,3,Kinesthetic,7.16
22,Male,1,6.55,58,97,8.16,69,6.99,5.74,2,4.25,9,Visual,7.84
23,Female,6,6.01,62,83,8.12,91,6.51,2.0,2,4.33,8,Reading,8.04
23,Male,7,4.74,77,96,8.96,97,7.12,1.85,2,3.83,3,Reading,8.61
18,Male,2,4.86,76,55,5.2,38,4.69,1.81,1,2.19,2,Kinesthetic,5.63
